,alcohol_percent,country,discount_price,grape_variety,price,producer,product_name,wine_color,year
40,13.0,NEW ZEALAND,10.99,Sauvignon Blanc,12.99,Unkwon Producer,"Blind River Sauvignon Blanc 2018 Awatere Valley, Marlborough",White,2018
41,13.5,FRANCE,10.99,Pinot Noir,13.99,Unkwon Producer,Pinot Noir Domaine de Valmoissine 2016 Louis Latour,Red,2016
42,14.5,ARGENTINA,9.99,Malbec,12.99,Unkwon Producer,Viñalba Malbec-Touriga Nacional Reserve 2017 Mendoza,Red,2017
43,13.0,SPAIN,11.99,Crisp White,13.49,Unkwon Producer,Albariño Martín Códax 2017/18 Rías Baixas,White,2017
44,12.5,CHILE,4.99,Merlot,7.99,Unkwon Producer,Valle Antigua Merlot 2017,Red,2017
45,13.0,PORTUGAL,7.99,Crisp White,9.99,Unkwon Producer,Planalto White Reserva 2017 Douro,White,2017
46,12.5,FRANCE,8.99,Rose,9.99,Unkwon Producer,Vallée Des Pins Rosé 2018 Côteaux d'Aix en Provence,Rose,2018
47,12.0,CHILE,5.99,Sauvignon Blanc,6.99,Unkwon Producer,Majestic Loves Sauvignon 2018,White,2018
48,14.1,AUSTRALIA,18.99,Shiraz,21.99,Unkwon Producer,"Gnarly Dudes Shiraz 2016 Two Hands, Barossa Valley",Red,2016
49,14.5,ARGENTINA,9.99,Malbec,12.99,Unkwon Producer,Viñalba Reserve Malbec 2017 Mendoza,Red,2017
50,13.5,ARGENTINA,11.99,Malbec,13.99,Unkwon Producer,Catena Malbec 2017 Mendoza,Red,2017
51,12.5,FRANCE,6.99,Carignan,7.99,Unkwon Producer,Alain Grignon Carignan Vieilles Vignes 2017 PGI Pays de l'Hérault,Red,2017
52,13.0,NEW ZEALAND,11.99,Sauvignon Blanc,14.99,Unkwon Producer,The King's Favour Sauvignon Blanc 2017 Marlborough,White,2017
53,14.5,FRANCE,14.99,Big Red,16.99,Unkwon Producer,Lirac Vignobles Abeille 2016 Mont Redon,Red,2016
54,14.0,AUSTRALIA,9.99,Cabernet Sauvignon,15.99,Unkwon Producer,Parcel Series Coonawarra Cabernet Sauvignon,Red,2018
55,14.0,CHILE,7.99,Cabernet Sauvignon,11.99,Unkwon Producer,Santa Rita Medalla Real Cabernet Sauvignon 2016 Maipo Valley,Red,2016
56,13.0,FRANCE,7.99,Rose,8.99,Unkwon Producer,Haut Vol Rosé 2018 VdF,Rose,2018
57,12.0,USA,8.99,Riesling,10.99,Unkwon Producer,Parcel Series Riesling 2017,White,2017
58,14.0,ITALY,14.99,Big Red,16.99,Unkwon Producer,Valpolicella Superiore Ripasso 2016 La Casetta,Red,2016
59,13.0,NEW ZEALAND,22.99,Sauvignon Blanc,25.99,Unkwon Producer,Cloudy Bay Sauvignon Blanc 2018 Marlborough,White,2018
60,13.5,CHILE,5.99,Big Red,8.99,Unkwon Producer,Santa Rita 120 Carménère 2018 Central Valley,Red,2018
61,12.0,CHILE,5.84,Sauvignon Blanc,6.49,Unkwon Producer,Silver Ghost Sauvignon Blanc 2017 Central Valley,White,2017
62,13.0,FRANCE,11.99,Chardonnay,13.99,Unkwon Producer,Mâcon-Lugny 2017 Louis Latour,White,2017
63,13.0,FRANCE,17.99,Rose,22.99,Unkwon Producer,Whispering Angel Rosé 2018,Rose,2018
64,13.5,USA,13.99,Rich White,15.99,Unkwon Producer,Bread & Butter Chardonnay 2017,White,2017
65,13.0,FRANCE,7.99,Rose,9.99,Unkwon Producer,Jas de Vignes IGP Mediterranee Rosé 2018,Rose,2018
66,13.0,NEW ZEALAND,8.99,Sauvignon Blanc,10.99,Unkwon Producer,Villa Maria Private Bin Sauvignon Blanc 2018 Marlborough,White,2018
67,12.0,CHILE,5.84,Cabernet Sauvignon,6.49,Unkwon Producer,Silver Ghost Cabernet Sauvignon 2016 Central Valley,Red,2016
68,12.5,NEW ZEALAND,8.49,Fruity White,9.49,Unkwon Producer,Mud House Sauvignon Blanc 2018 Marlborough,White,2018
69,12.5,FRANCE,11.99,Rose,13.99,Unkwon Producer,"Peyrassol, Reserve des Templiers Rosé 2018 Côtes de Provence",Rose,2018
70,13.0,FRANCE,25.99,Rose,28.99,Unkwon Producer,AIX Rosé 2018 Coteaux d'Aix en Provence Magnum,Rose,2018
71,14.5,CHILE,14.99,"Grenache, Syrah, Mourvèdre",16.99,Unkwon Producer,LFE 900 Single-Vineyard 2013 Colchagua Valley,Red,2013
72,13.5,CHILE,7.99,Big Red,9.99,Unkwon Producer,Luis Felipe Edwards Gran Reserva Merlot 2017 Colchagua Valley,Red,2017
73,13.5,CHILE,6.99,Fruity White,7.99,Unkwon Producer,Luis Felipe Edwards Signature Series Viognier Reserva 2017/18 Rapel Valley,White,2017
74,13.0,CHILE,6.99,Sauvignon Blanc,7.99,Unkwon Producer,Lady Sauvignon 2018 Casablanca Valley,White,2018
75,13.5,CHILE,6.99,Big Red,7.99,Unkwon Producer,Lastarria Malbec 2018,Red,2018
76,14.5,SPAIN,7.99,Tempranillo,9.99,Unkwon Producer,Finca Carelio Tempranillo 2015 Vino de la Tierra,Red,2015
77,12.5,FRANCE,7.99,Fruity White,9.99,Unkwon Producer,Villemarin Picpoul de Pinet 2018 Côteaux du Languedoc,White,2018
78,13.5,FRANCE,9.99,Rose,11.99,Unkwon Producer,Domaine La Chautarde Rosé 2018 Côteaux Varois en Provence,Rose,2018
79,12.5,NEW ZEALAND,6.99,Sauvignon Blanc,10.49,Unkwon Producer,Oyster Bay Sauvignon Blanc 2018 Marlborough,White,2018
80,13.0,FRANCE,11.99,Rose,14.99,Unkwon Producer,M de Minuty Rosé 2018 Côtes de Provence,Rose,2018
81,12.5,ITALY,7.99,Pinot Grigio,8.99,Unkwon Producer,Pinot Grigio Rosé 2018 Delle Venezie,Rose,2018
82,12.5,ITALY,7.99,Pinot Grigio,8.99,Unkwon Producer,Pinot Grigio Superiore 2018 Breganze,White,2018
83,13.5,SOUTH AFRICA,7.49,Viognier,9.99,Unkwon Producer,Men in White Coats Viognier,White,2018
84,13.5,FRANCE,10.99,"Cabernet Sauvignon, Cabernet Franc, Merlot",12.99,Unkwon Producer,Château Méaume 2015 Bordeaux Supérieur,Red,2015
85,13.5,SPAIN,9.99,Smooth Red,13.99,Unkwon Producer,Rioja Reserva 2013/14 CVNE,Red,2013
86,13.0,FRANCE,7.99,Fruity White,9.99,Unkwon Producer,Abbotts & Delaunay Viognier 2018,White,2018
87,12.0,ITALY,5.99,Pinot Grigio,7.99,Unkwon Producer,Pinot Grigio Villa Vito 2018,White,2018
88,12.0,FRANCE,7.99,"Picpoul, Sauvignon Blanc",9.99,Unkwon Producer,Symbiose Piquepoul Sauvignon Blanc 'Cuvée Florence' 2017 Côtes de Thau,White,2017
89,13.0,NEW ZEALAND,17.99,Sauvignon Blanc,19.99,Unkwon Producer,Greywacke Sauvignon 2018 Marlborough,White,2018
90,14.2,AUSTRALIA,17.99,Shiraz,21.99,Unkwon Producer,"'Angels' Share' Shiraz 2018 Two Hands, McLaren Vale",Red,2018
91,12.5,FRANCE,12.99,Rose,14.99,Unkwon Producer,Château de Berne Rosé 2018 Côtes de Provence,Rose,2018
92,14.5,ARGENTINA,9.99,Big Red,11.99,Unkwon Producer,Definition Malbec 2018,Red,2018
93,14.5,SPAIN,8.99,Big Red,9.99,Unkwon Producer,Matsu El Picaro 2018 Toro,Red,2018
94,14.0,SPAIN,16.99,Smooth Red,18.99,Unkwon Producer,Rioja Reserva 2015 Muga,Red,2015
95,14.5,AUSTRALIA,29.0,Shiraz,33.0,Unkwon Producer,Penfolds Bin 28 Kalimna Shiraz 2016 South Australia,Red,2016
96,14.0,PORTUGAL,9.99,Smooth Red,11.99,Unkwon Producer,Porta 6 Reserva 2017,Red,2017
97,14.0,USA,9.99,Pinot Noir,15.99,Unkwon Producer,Edna Valley Pinot Noir 2016,Red,2016
98,14.0,AUSTRALIA,10.99,Shiraz,15.99,Unkwon Producer,"The Lodge Hill Shiraz 2016/17 Jim Barry, Clare Valley",Red,2016
99,14.5,SOUTH AFRICA,13.99,"Malbec, Petit Verdot, Cabernet Franc, Merlot, Cabernet Sauvignon",17.99,Unkwon Producer,Rustenberg John X Merriman 2016 Stellenbosch,Red,2016
100,12.5,HUNGARY,5.99,Crisp White,6.99,Unkwon Producer,Majestic Loves Gruner Veltliner 2018,White,2018
101,14.5,FRANCE,6.74,"Mourvèdre, Cinsault, Syrah, Grenache",7.99,Unkwon Producer,Petit Perdigal Rouge 2018,Red,2018
102,12.5,GERMANY,10.99,Crisp White,12.99,Unkwon Producer,Peter & Ulrich Dry Riesling 2018,White,2018
103,12.0,ITALY,6.66,Pinot Grigio,9.99,Unkwon Producer,Ammazza Pinot Grigio IGT,White,2018
104,14.0,FRANCE,11.99,"Shiraz, Syrah",13.99,Unkwon Producer,Crozes-Hermitage 2017 Cuvee Pallatin ,Red,2017
105,13.0,FRANCE,10.99,Rose,12.99,Unkwon Producer,Château Pigoudet La Chapelle Rosé 2017 Coteaux dAix-en-Provence,Rose,2017
106,13.0,CHILE,4.99,Crisp White,7.99,Unkwon Producer,Valle Antigua Chardonnay 2018,White,2018
107,12.5,FRANCE,8.99,Viognier,11.99,Unkwon Producer,Jaboulet Viognier 2018,White,2018
108,14.0,SPAIN,6.99,Smooth Red,9.99,Unkwon Producer,Rioja Crianza 2015 CVNE,Red,2015
109,13.5,ITALY,11.99,Big Red,13.99,Unkwon Producer,Valpolicella Ripasso 2017 Villa Borghetti,Red,2017
110,14.0,NEW ZEALAND,17.99,Fruity Red,24.0,Unkwon Producer,Craggy Range Te Muna Road Pinot Noir 2016 Martinborough,Red,2016
111,13.0,NEW ZEALAND,9.99,Sauvignon Blanc,12.99,Unkwon Producer,Waimea Estate Sauvignon Blanc 2017 Nelson,White,2017
112,12.0,FRANCE,8.99,Melon de Bourgogne,9.99,Unkwon Producer,Muscadet de Sèvre et Maine Sur Lie 2018 Domaine de la Tourmaline,White,2018
113,12.0,NEW ZEALAND,16.99,Sauvignon Blanc,19.99,Unkwon Producer,Saint Clair Pioneer Block Sauvignon Blanc 2016 Marlborough,White,2016
114,12.5,SOUTH AFRICA,5.99,Merlot,7.99,Unkwon Producer,Acacia Road Merlot 2018,Red,2018
115,13.0,ITALY,8.99,Fruity White,11.99,Unkwon Producer,Passimento Bianco 2017 Pasqua,White,2017
116,13.5,ARGENTINA,5.99,Malbec,7.99,Unkwon Producer,Avior Malbec 2018,Red,2018
117,12.5,SPAIN,7.99,Rich White,9.99,Unkwon Producer,Rioja Blanco 2018 López de Haro,White,2018
118,13.0,NEW ZEALAND,8.99,Sauvignon Blanc,10.99,Unkwon Producer,Black Cottage Sauvignon Blanc 2018 Marlborough,White,2018
119,12.5,FRANCE,20.99,Chardonnay,23.99,Unkwon Producer,Chablis 1er CR Monts & Vallees,White,2018
120,13.0,USA,7.99,Viognier,8.99,Unkwon Producer,Nettie Viognier 2017,White,2017
121,14.5,ARGENTINA,8.99,Malbec,9.99,Unkwon Producer,"Parrilla Malbec 2017 Viñalba, Mendoza",Red,2017
122,12.5,FRANCE,11.99,"Gamay, Pinot Noir",13.99,Unkwon Producer,Mâcon Rouge 'Les Roches Rouges' 2017 Louis Jadot,Red,2017
123,13.0,PORTUGAL,7.99,Smooth Red,9.99,Unkwon Producer,"Agenda, Dão Manager's Choice 2016",Red,2016
124,12.5,FRANCE,10.99,Pinot Noir,13.99,Unkwon Producer,Bourgogne Pinot Noir 2017 Nicolas Potel,Red,2017
125,14.5,SOUTH AFRICA,22.0,"Viognier, Cinsault, Cabernet Sauvignon, Grenache, Syrah",25.0,Unkwon Producer,"The Chocolate Block 2017 Boekenhoutskloof, Western Cape",Red,2017
126,12.5,FRANCE,5.99,Malbec,6.99,Unkwon Producer,La Baume Grande Olivette Malbec 2017 VdF,Red,2017
127,14.0,ARGENTINA,9.99,Malbec,12.99,Unkwon Producer,"Marcelo Pelleriti Malbec 2018 Valle De Uco, Mendoza",Red,2018
128,13.0,NEW ZEALAND,8.49,Chardonnay,10.49,Unkwon Producer,Oyster Bay Chardonnay 2016 Marlborough,White,2016
129,12.5,FRANCE,12.74,Rose,16.99,Unkwon Producer,Sancerre Rosé 2017 Jean-Marie Berthier,Rose,2017
130,14.0,SOUTH AFRICA,9.99,Chenin Blanc,12.99,Unkwon Producer,Definition Chenin Blanc 2018,White,2018
131,15.0,ITALY,19.99,Big Red,22.99,Unkwon Producer,Amarone Classico 'Vigneti di Roccolo' 2016 Cantina Negrar,Red,2016
132,13.5,NEW ZEALAND,12.99,Rich White,15.99,Unkwon Producer,The King's Legacy Chardonnay 2017 Marlborough,White,2017
133,13.0,ITALY,11.99,Big Red,13.99,Unkwon Producer,Montepulciano d'Abruzzo 2016 Masciarelli,Red,2016
134,12.0,FRANCE,12.99,Chardonnay,14.49,Unkwon Producer,Petit Chablis 2016 Domaine Louis Moreau,White,2016
135,14.0,USA,9.99,Chardonnay,15.99,Unkwon Producer,Edna Valley Chardonnay 2016,White,2016
136,13.0,FRANCE,16.99,Rose,18.99,Unkwon Producer,Minuty Cuvée Prestige 2018 Côtes de Provence,Rose,2018
137,12.5,CHILE,4.99,Sauvignon Blanc,7.99,Unkwon Producer,Valle Antigua Sauvignon Blanc 2017,White,2017
138,14.0,SPAIN,8.99,Smooth Red,9.99,Unkwon Producer,Rioja 'Single Vineyard' 2017 Ramón Bilbao,Red,2017
139,14.5,AUSTRALIA,7.99,Shiraz,9.99,Unkwon Producer,Making Tracks Shiraz 2018,Red,2018
140,12.5,ROMANIA,5.99,Fruity Red,7.99,Unkwon Producer,Incanta Pinot Noir 2018,Red,2018
141,14.0,FRANCE,9.99,"Carignan, Mourvèdre, Syrah, Grenache",11.99,Unkwon Producer,Côtes du Rhône 2016 Vidal-Fleury,Red,2016
142,13.0,FRANCE,9.99,Gamay,12.99,Unkwon Producer,Fleurie 2018 Georges Duboeuf,Red,2018
143,14.0,AUSTRALIA,9.99,Cabernet Sauvignon,11.99,Unkwon Producer,Wakefield Estate Cabernet Sauvignon 2016 Clare Valley,Red,2016
144,13.0,AUSTRALIA,5.99,Chardonnay,6.99,Unkwon Producer,"""The Astronomer"" Chardonnay 2018 De Bortoli",White,2018
145,13.0,FRANCE,8.99,Gamay,10.99,Unkwon Producer,Hospices de Beaujeu 2017,Red,2017
146,13.5,FRANCE,9.99,Cabernet Franc,11.99,Unkwon Producer,"Saumur Rouge 2017, Domaine des Vignes Biches",Red,2017
147,13.0,NEW ZEALAND,24.75,Sauvignon Blanc,27.5,Unkwon Producer,Marisco Pride and Glory Sauvignon Blanc 2013 Marlborough,White,2013
148,13.0,FRANCE,11.99,Chardonnay,14.99,Unkwon Producer,Bourgogne Côte Chalonnaise 2016 La Buxynoise,White,2016
149,12.5,ITALY,54.0,Rich White,60.0,Unkwon Producer,Cervaro Antinori 2016 IGT,White,2016
150,20.0,PORTUGAL,19.99,Malvasia,22.99,Unkwon Producer,10 year old Malmsey NV Henriques & Henriques,Dessert & Fortified,2018
151,12.5,FRANCE,5.99,"Carignan, Grenache",6.99,Unkwon Producer,Cuvée Sainte Geneviève Rouge VdF,Red,2018
152,13.0,FRANCE,10.99,Chardonnay,13.99,Unkwon Producer,Domaine Fichet Macon Burgy,White,2018
153,12.0,SOUTH AFRICA,14.99,"Syrah, Grenache, Cabernet Sauvignon, Carignan, Cinsault",19.99,Unkwon Producer,Alheit Limited Release Red Blend,Red,2018
154,14.0,ITALY,15.99,Big Red,17.99,Unkwon Producer,Barolo Araldica 2013,Red,2013
155,14.0,SOUTH AFRICA,9.99,Grüner Veltliner,11.99,Unkwon Producer,Diemersdal Gruner Veltliner 2018 Durbanville,White,2018
156,14.0,SOUTH AFRICA,14.99,"Merlot, Cabernet Franc, Cabernet Sauvignon",17.99,Unkwon Producer,Thunderchild Bordeaux Blend,Red,2018
157,17.5,SPAIN,14.99,Palomino,16.99,Unkwon Producer,Amontillado Seco Napoleon Hidalgo,Dessert & Fortified,2018
158,12.5,FRANCE,13.99,Chardonnay,15.99,Unkwon Producer,Vire Clesse Pierre Ponnelle,White,2018
159,13.5,FRANCE,8.99,"Cabernet Franc, Merlot, Cabernet Sauvignon",9.99,Unkwon Producer,Château Pierrousselle 2016,Red,2016
160,13.5,FRANCE,24.99,"Merlot, Cabernet Sauvignon",29.99,Unkwon Producer,Aurore de Dauzac 2014,Red,2014
161,14.0,FRANCE,19.99,"Merlot, Cabernet Sauvignon",24.99,Unkwon Producer,Lay & Wheeler St Emilion 2015,Red,2015
162,13.0,ARGENTINA,7.49,Fruity White,9.99,Unkwon Producer,Viñalba Selección Torrontés 2018 Lujan de Cuyo,White,2018
163,13.0,FRANCE,8.99,Mourvèdre,9.99,Unkwon Producer,Abbotts & Delaunay Mourvedre 2016,Red,2016
164,13.0,AUSTRALIA,7.99,Cabernet Sauvignon,9.99,Unkwon Producer,Making Tracks Cabernet Sauvignon 2017,Red,2017
165,13.0,FRANCE,15.99,Rich White,17.99,Unkwon Producer,Rully Blanc En Rosey 2016 Maison Chanzy,White,2016
166,11.0,HUNGARY,26.99,"Harslevelu, Furmint",29.99,Unkwon Producer,Royal Tokaji 5 Puttonyos 2013 Hungary,Dessert & Fortified,2013
167,14.0,ITALY,90.0,Big Red,100.0,Unkwon Producer,Tignanello 2015 P. Antinori,Red,2015
168,12.5,ITALY,24.3,Crisp White,27.0,Unkwon Producer,Vigneto du Lot Soave Classico 2016 Inama,White,2016
169,14.0,NEW ZEALAND,16.99,Fruity Red,18.99,Unkwon Producer,Coney Pizzicato Pinot Noir 2017 Martinborough,Red,2017
170,12.5,SOUTH AFRICA,14.99,"Sauvignon Blanc, Pinot Gris",19.99,Unkwon Producer,Miss Lucy Sauvignon Pinot Gris,White,2018
171,13.0,HUNGARY,10.99,Crisp White,12.99,Unkwon Producer,Royal Tokaji Dry Tokaji 2015/16,White,2015
172,13.5,FRANCE,9.99,"Viognier, Grenache",11.99,Unkwon Producer,Hexadique Cote du Rhone Blanc,White,2018
173,13.5,ITALY,8.99,Big Red,9.99,Unkwon Producer,Sassaiolo Rosso Piceno 2014 Monte Schiavo,Red,2014
174,13.0,FRANCE,25.0,Chardonnay,30.0,Unkwon Producer,Lay & Wheeler Chablis 2015,White,2015
175,14.0,FRANCE,40.0,Viognier,45.0,Unkwon Producer,Condrieu 2017 E. Guigal,White,2017
176,13.5,FRANCE,17.99,"Carignan, Syrah, Grenache",19.99,Unkwon Producer,Definition Côtes Du Rhône Magnum 2016,Red,2016
177,13.0,ARGENTINA,8.99,Fruity White,9.99,Unkwon Producer,Alamos Uco Valley Viognier 2018,White,2018
178,13.0,CHILE,7.99,Fruity Red,9.99,Unkwon Producer,Morande M Pinot Noir 2018,Red,2018
179,12.5,FRANCE,12.99,Sauvignon Blanc,14.99,Unkwon Producer,Domaine du Vaux Chenonceaux 2016,White,2016
